0 ('/setup.py', 'module_initializer', '__metaclass__')
10289 ('/lib/ansible/plugins/inventory/ini.py', '_compile_patterns', 'self')
10290 ('/lib/ansible/plugins/inventory/script.py', '__init__', 'self')
10291 ('/lib/ansible/plugins/inventory/script.py', 'verify_file', 'self')
10292 ('/lib/ansible/plugins/inventory/script.py', 'verify_file', 'shebang_present')
10293 ('/lib/ansible/plugins/inventory/script.py', 'verify_file', 'valid')
10294 ('/lib/ansible/plugins/inventory/script.py', 'verify_file', 'verify_file_ret')
10295 ('/lib/ansible/plugins/inventory/script.py', 'parse', 'self')
10296 ('/lib/ansible/plugins/inventory/script.py', 'parse', 'cmd')
10297 ('/lib/ansible/plugins/inventory/script.py', 'parse', 'got')
10298 ('/lib/ansible/plugins/inventory/script.py', '_parse_group', 'self')
10299 ('/lib/ansible/plugins/inventory/script.py', '_parse_group', 'data')
10300 ('/lib/ansible/plugins/inventory/script.py', 'get_host_variables', 'self')
10301 ('/lib/ansible/plugins/inventory/script.py', 'get_host_variables', 'cmd')
10302 ('/lib/ansible/plugins/inventory/script.py', 'get_host_variables', 'get_host_variables_ret')
10303 ('/lib/ansible/plugins/inventory/toml.py', 'convert_yaml_objects_to_native', 'convert_yaml_objects_to_native_ret')
10304 ('/lib/ansible/plugins/inventory/toml.py', '_parse_group', 'self')
10305 ('/lib/ansible/plugins/inventory/toml.py', '_load_file', 'self')
10306 ('/lib/ansible/plugins/inventory/toml.py', 'parse', 'self')
10307 ('/lib/ansible/plugins/inventory/toml.py', 'verify_file', 'self')
10308 ('/lib/ansible/plugins/inventory/toml.py', 'verify_file', 'verify_file_ret')
10309 ('/lib/ansible/plugins/inventory/auto.py', 'verify_file', 'self')
10310 ('/lib/ansible/plugins/inventory/auto.py', 'verify_file', 'verify_file_ret')
10311 ('/lib/ansible/plugins/inventory/auto.py', 'parse', 'self')
10312 ('/lib/ansible/plugins/become/sudo.py', 'build_become_command', 'self')
10313 ('/lib/ansible/plugins/become/sudo.py', 'build_become_command', 'prompt')
10314 ('/lib/ansible/plugins/become/sudo.py', 'build_become_command', 'flags')
10315 ('/lib/ansible/plugins/become/sudo.py', 'build_become_command', 'build_become_command_ret')
10316 ('/lib/ansible/plugins/become/__init__.py', '_gen_id', '_gen_id_ret')
10317 ('/lib/ansible/plugins/become/__init__.py', 'get_option', 'self')
10318 ('/lib/ansible/plugins/become/__init__.py', 'get_option', 'pc_fallback')
10319 ('/lib/ansible/plugins/become/__init__.py', 'expect_prompt', 'self')
10320 ('/lib/ansible/plugins/become/__init__.py', '_build_success_command', 'self')
10321 ('/lib/ansible/plugins/become/__init__.py', 'build_become_command', 'self')
10322 ('/lib/ansible/plugins/become/__init__.py', 'check_success', 'self')
10323 ('/lib/ansible/plugins/become/__init__.py', 'check_password_prompt', 'self')
10324 ('/lib/ansible/plugins/become/__init__.py', 'check_password_prompt', 'check_password_prompt_ret')
10325 ('/lib/ansible/plugins/become/__init__.py', '_check_password_error', 'self')
10326 ('/lib/ansible/plugins/become/__init__.py', 'check_incorrect_password', 'self')
10327 ('/lib/ansible/plugins/become/__init__.py', 'check_incorrect_password', 'check_incorrect_password_ret')
10328 ('/lib/ansible/plugins/become/__init__.py', 'check_missing_password', 'self')
10329 ('/lib/ansible/plugins/become/__init__.py', 'check_missing_password', 'check_missing_password_ret')
10330 ('/lib/ansible/plugins/become/su.py', 'check_password_prompt', 'self')
10331 ('/lib/ansible/plugins/become/su.py', 'check_password_prompt', 'b_password_string')
10332 ('/lib/ansible/plugins/become/su.py', 'check_password_prompt', 'check_password_prompt_ret')
10333 ('/lib/ansible/plugins/become/su.py', 'build_become_command', 'self')
10334 ('/lib/ansible/plugins/become/runas.py', 'build_become_command', 'self')
10335 ('/lib/ansible/plugins/callback/tree.py', '__init__', 'self')
10336 ('/lib/ansible/plugins/callback/tree.py', 'write_tree_file', 'self')
10337 ('/lib/ansible/plugins/callback/tree.py', 'write_tree_file', 'path')
10338 ('/lib/ansible/plugins/callback/tree.py', 'result_to_tree', 'self')
10339 ('/lib/ansible/plugins/callback/tree.py', 'v2_runner_on_ok', 'self')
10340 ('/lib/ansible/plugins/callback/tree.py', 'v2_runner_on_failed', 'self')
10341 ('/lib/ansible/plugins/callback/tree.py', 'v2_runner_on_unreachable', 'self')
10342 ('/lib/ansible/plugins/callback/__init__.py', 'set_option', 'self')
10343 ('/lib/ansible/plugins/callback/__init__.py', 'get_option', 'self')
10344 ('/lib/ansible/plugins/callback/__init__.py', '_run_is_verbose', 'self')
10345 ('/lib/ansible/plugins/callback/__init__.py', '_handle_warnings', 'self')
10346 ('/lib/ansible/plugins/callback/__init__.py', '_handle_exception', 'self')
10347 ('/lib/ansible/plugins/callback/__init__.py', '_handle_exception', 'msg')
10348 ('/lib/ansible/plugins/callback/__init__.py', '_serialize_diff', 'self')
10349 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'self')
10350 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'difflist')
10351 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'ret')
10352 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'before_header')
10353 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'after_header')
10354 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'difflines')
10355 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', 'has_diff')
10356 ('/lib/ansible/plugins/callback/__init__.py', '_get_diff', '_get_diff_ret')
10357 ('/lib/ansible/plugins/callback/__init__.py', '_process_items', 'self')
10358 ('/lib/ansible/plugins/callback/__init__.py', 'set_play_context', 'self')
10359 ('/lib/ansible/plugins/callback/__init__.py', 'on_any', 'self')
10360 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_failed', 'self')
10361 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_ok', 'self')
10362 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_skipped', 'self')
10363 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_unreachable', 'self')
10364 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_no_hosts', 'self')
10365 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_async_poll', 'self')
10366 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_async_ok', 'self')
10367 ('/lib/ansible/plugins/callback/__init__.py', 'runner_on_async_failed', 'self')
10368 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_start', 'self')
10369 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_notify', 'self')
10370 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_no_hosts_matched', 'self')
10371 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_no_hosts_remaining', 'self')
10372 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_task_start', 'self')
10373 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_vars_prompt', 'self')
10374 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_setup', 'self')
10375 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_import_for_host', 'self')
10376 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_not_import_for_host', 'self')
10377 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_play_start', 'self')
10378 ('/lib/ansible/plugins/callback/__init__.py', 'playbook_on_stats', 'self')
10379 ('/lib/ansible/plugins/callback/__init__.py', 'on_file_diff', 'self')
10380 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_failed', 'self')
10381 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_ok', 'self')
10382 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_skipped', 'self')
10383 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_unreachable', 'self')
10384 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_async_poll', 'self')
10385 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_async_poll', 'clock')
10386 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_async_ok', 'self')
10387 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_async_failed', 'self')
10388 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_start', 'self')
10389 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_notify', 'self')
10390 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_no_hosts_matched', 'self')
10391 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_no_hosts_remaining', 'self')
10392 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_task_start', 'self')
10393 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_cleanup_task_start', 'self')
10394 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_handler_task_start', 'self')
10395 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_vars_prompt', 'self')
10396 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_import_for_host', 'self')
10397 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_not_import_for_host', 'self')
10398 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_play_start', 'self')
10399 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_stats', 'self')
10400 ('/lib/ansible/plugins/callback/__init__.py', 'v2_on_file_diff', 'self')
10401 ('/lib/ansible/plugins/callback/__init__.py', 'v2_playbook_on_include', 'self')
10402 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_item_on_ok', 'self')
10403 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_item_on_failed', 'self')
10404 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_item_on_skipped', 'self')
10405 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_retry', 'self')
10406 ('/lib/ansible/plugins/callback/__init__.py', 'v2_runner_on_start', 'self')
10407 ('/lib/ansible/plugins/callback/default.py', '__init__', 'self')
10408 ('/lib/ansible/plugins/callback/default.py', 'set_options', 'self')
10409 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_on_failed', 'self')
10410 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_on_ok', 'self')
10411 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_on_skipped', 'self')
10412 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_on_unreachable', 'self')
10413 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_no_hosts_matched', 'self')
10414 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_no_hosts_remaining', 'self')
10415 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_task_start', 'self')
10416 ('/lib/ansible/plugins/callback/default.py', '_task_start', 'self')
10417 ('/lib/ansible/plugins/callback/default.py', '_print_task_banner', 'self')
10418 ('/lib/ansible/plugins/callback/default.py', '_print_task_banner', 'args')
10419 ('/lib/ansible/plugins/callback/default.py', '_print_task_banner', 'checkmsg')
10420 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_cleanup_task_start', 'self')
10421 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_handler_task_start', 'self')
10422 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_on_start', 'self')
10423 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_play_start', 'self')
10424 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_play_start', 'checkmsg')
10425 ('/lib/ansible/plugins/callback/default.py', 'v2_on_file_diff', 'self')
10426 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_item_on_ok', 'self')
10427 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_item_on_ok', 'msg')
10428 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_item_on_failed', 'self')
10429 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_item_on_failed', 'msg')
10430 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_item_on_skipped', 'self')
10431 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_include', 'self')
10432 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_stats', 'self')
10433 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_start', 'self')
10434 ('/lib/ansible/plugins/callback/default.py', 'v2_runner_retry', 'self')
10435 ('/lib/ansible/plugins/callback/default.py', 'v2_playbook_on_notify', 'self')
10436 ('/lib/ansible/plugins/callback/junit.py', '__init__', 'self')
10437 ('/lib/ansible/plugins/callback/junit.py', '_start_task', 'self')
10438 ('/lib/ansible/plugins/callback/junit.py', '_start_task', 'args')
10439 ('/lib/ansible/plugins/callback/junit.py', '_finish_task', 'self')
10440 ('/lib/ansible/plugins/callback/junit.py', '_finish_task', 'host_uuid')
10441 ('/lib/ansible/plugins/callback/junit.py', '_finish_task', 'host_name')
10442 ('/lib/ansible/plugins/callback/junit.py', '_finish_task', 'status')
10443 ('/lib/ansible/plugins/callback/junit.py', '_build_test_case', 'self')
10444 ('/lib/ansible/plugins/callback/junit.py', '_build_test_case', 'message')
10445 ('/lib/ansible/plugins/callback/junit.py', '_cleanse_string', 'self')
10446 ('/lib/ansible/plugins/callback/junit.py', '_generate_report', 'self')
10447 ('/lib/ansible/plugins/callback/junit.py', '_generate_report', 'test_cases')
10448 ('/lib/ansible/plugins/callback/junit.py', '_generate_report', 'output_file')
10449 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_start', 'self')
10450 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_play_start', 'self')
10451 ('/lib/ansible/plugins/callback/junit.py', 'v2_runner_on_no_hosts', 'self')
10452 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_task_start', 'self')
10453 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_cleanup_task_start', 'self')
10454 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_handler_task_start', 'self')
10455 ('/lib/ansible/plugins/callback/junit.py', 'v2_runner_on_failed', 'self')
10456 ('/lib/ansible/plugins/callback/junit.py', 'v2_runner_on_ok', 'self')
10457 ('/lib/ansible/plugins/callback/junit.py', 'v2_runner_on_skipped', 'self')
10458 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_include', 'self')
10459 ('/lib/ansible/plugins/callback/junit.py', 'v2_playbook_on_stats', 'self')
10460 ('/lib/ansible/plugins/callback/junit.py', 'add_host', 'self')
10461 ('/lib/ansible/plugins/callback/minimal.py', '_command_generic_msg', 'self')
10462 ('/lib/ansible/plugins/callback/minimal.py', 'v2_runner_on_failed', 'self')
10463 ('/lib/ansible/plugins/callback/minimal.py', 'v2_runner_on_ok', 'self')
10464 ('/lib/ansible/plugins/callback/minimal.py', 'v2_runner_on_ok', 'state')
10465 ('/lib/ansible/plugins/callback/minimal.py', 'v2_runner_on_skipped', 'self')
10466 ('/lib/ansible/plugins/callback/minimal.py', 'v2_runner_on_unreachable', 'self')
10467 ('/lib/ansible/plugins/callback/minimal.py', 'v2_on_file_diff', 'self')
10468 ('/lib/ansible/plugins/callback/oneline.py', '_command_generic_msg', 'self')
10469 ('/lib/ansible/plugins/callback/oneline.py', '_command_generic_msg', 'stdout')
10470 ('/lib/ansible/plugins/callback/oneline.py', '_command_generic_msg', 'stderr')
10471 ('/lib/ansible/plugins/callback/oneline.py', 'v2_runner_on_failed', 'self')
10472 ('/lib/ansible/plugins/callback/oneline.py', 'v2_runner_on_ok', 'self')
10473 ('/lib/ansible/plugins/callback/oneline.py', 'v2_runner_on_ok', 'state')
10474 ('/lib/ansible/plugins/callback/oneline.py', 'v2_runner_on_unreachable', 'self')
10475 ('/lib/ansible/plugins/callback/oneline.py', 'v2_runner_on_skipped', 'self')
10476 ('/lib/ansible/plugins/filter/mathstuff.py', 'filters', 'self')
10477 ('/lib/ansible/plugins/filter/mathstuff.py', 'filters', 'filters')
10478 ('/lib/ansible/plugins/filter/mathstuff.py', 'filters', 'filters_ret')
10479 ('/lib/ansible/plugins/filter/core.py', 'to_bool', 'to_bool_ret')
10480 ('/lib/ansible/plugins/filter/core.py', 'strftime', 'second')
10481 ('/lib/ansible/plugins/filter/core.py', 'regex_replace', 'flags')
10482 ('/lib/ansible/plugins/filter/core.py', 'regex_findall', 'flags')
10483 ('/lib/ansible/plugins/filter/core.py', 'regex_search', 'groups')
10484 ('/lib/ansible/plugins/filter/core.py', 'regex_search', 'match')
10485 ('/lib/ansible/plugins/filter/core.py', 'regex_search', 'flags')
10486 ('/lib/ansible/plugins/filter/core.py', 'regex_search', 'items')
10487 ('/lib/ansible/plugins/filter/core.py', 'regex_search', 'regex_search_ret')
10488 ('/lib/ansible/plugins/filter/core.py', 'rand', 'start')
10489 ('/lib/ansible/plugins/filter/core.py', 'rand', 'step')
10490 ('/lib/ansible/plugins/filter/core.py', 'randomize_list', 'mylist')
10491 ('/lib/ansible/plugins/filter/core.py', 'randomize_list', 'randomize_list_ret')
10492 ('/lib/ansible/plugins/filter/core.py', 'mandatory', 'name')
10493 ('/lib/ansible/plugins/filter/core.py', 'combine', 'combine_ret')
10494 ('/lib/ansible/plugins/filter/core.py', 'comment', 'comment_styles')
10495 ('/lib/ansible/plugins/filter/core.py', 'comment', 'p')
10496 ('/lib/ansible/plugins/filter/core.py', 'comment', 'str_beginning')
10497 ('/lib/ansible/plugins/filter/core.py', 'comment', 'str_prefix')
10498 ('/lib/ansible/plugins/filter/core.py', 'comment', 'str_text')
10499 ('/lib/ansible/plugins/filter/core.py', 'comment', 'str_postfix')
10500 ('/lib/ansible/plugins/filter/core.py', 'comment', 'str_end')
10501 ('/lib/ansible/plugins/filter/core.py', 'extract', 'keys')
10502 ('/lib/ansible/plugins/filter/core.py', 'flatten', 'ret')
10503 ('/lib/ansible/plugins/filter/core.py', 'flatten', 'flatten_ret')
10504 ('/lib/ansible/plugins/filter/core.py', 'subelements', 'element_list')
10505 ('/lib/ansible/plugins/filter/core.py', 'subelements', 'results')
10506 ('/lib/ansible/plugins/filter/core.py', 'subelements', 'values')
10507 ('/lib/ansible/plugins/filter/core.py', 'subelements', 'subelements_ret')
10508 ('/lib/ansible/plugins/filter/core.py', 'dict_to_list_of_dict_key_value_elements', 'ret')
10509 ('/lib/ansible/plugins/filter/core.py', 'dict_to_list_of_dict_key_value_elements', 'dict_to_list_of_dict_key_value_elements_ret')
10510 ('/lib/ansible/plugins/filter/core.py', 'list_of_dict_key_value_elements_to_dict', 'list_of_dict_key_value_elements_to_dict_ret')
10511 ('/lib/ansible/plugins/filter/core.py', 'path_join', 'path_join_ret')
10512 ('/lib/ansible/plugins/filter/core.py', 'filters', 'self')
10513 ('/lib/ansible/plugins/filter/core.py', 'filters', 'filters_ret')
10514 ('/lib/ansible/plugins/filter/urlsplit.py', 'filters', 'self')
10515 ('/lib/ansible/plugins/filter/urlsplit.py', 'filters', 'filters_ret')
10516 ('/lib/ansible/plugins/filter/urls.py', 'do_urlencode', 'do_urlencode_ret')
10517 ('/lib/ansible/plugins/filter/urls.py', 'filters', 'self')
10518 ('/lib/ansible/plugins/filter/urls.py', 'filters', 'filters')
10519 ('/lib/ansible/plugins/filter/urls.py', 'filters', 'filters_ret')
10520 ('/lib/ansible/plugins/cliconf/__init__.py', '_alarm_handler', 'self')
10521 ('/lib/ansible/plugins/cliconf/__init__.py', 'get_history', 'self')
10522 ('/lib/ansible/plugins/cliconf/__init__.py', 'reset_history', 'self')
10523 ('/lib/ansible/plugins/cliconf/__init__.py', 'enable_response_logging', 'self')
10524 ('/lib/ansible/plugins/cliconf/__init__.py', 'disable_response_logging', 'self')
10525 ('/lib/ansible/plugins/cliconf/__init__.py', 'get_config', 'self')
10526 ('/lib/ansible/plugins/cliconf/__init__.py', 'edit_config', 'self')
10527 ('/lib/ansible/plugins/cliconf/__init__.py', 'get', 'self')
10528 ('/lib/ansible/plugins/cliconf/__init__.py', 'get_device_info', 'self')
10529 ('/lib/ansible/plugins/cliconf/__init__.py', 'commit', 'self')
10530 ('/lib/ansible/plugins/cliconf/__init__.py', 'discard_changes', 'self')
10531 ('/lib/ansible/plugins/cliconf/__init__.py', 'rollback', 'self')
10532 ('/lib/ansible/plugins/cliconf/__init__.py', 'copy_file', 'self')
10533 ('/lib/ansible/plugins/cliconf/__init__.py', 'get_file', 'self')
10534 ('/lib/ansible/plugins/cliconf/__init__.py', 'get_diff', 'self')
10535 ('/lib/ansible/plugins/cliconf/__init__.py', 'run_commands', 'self')
10536 ('/lib/ansible/plugins/cliconf/__init__.py', 'set_cli_prompt_context', 'self')
10537 ('/lib/ansible/plugins/strategy/linear.py', '_replace_with_noop', 'self')
10538 ('/lib/ansible/plugins/strategy/linear.py', '_replace_with_noop', 'result')
10539 ('/lib/ansible/plugins/strategy/linear.py', '_replace_with_noop', '_replace_with_noop_ret')
10540 ('/lib/ansible/plugins/strategy/linear.py', '_create_noop_block_from', 'self')
10541 ('/lib/ansible/plugins/strategy/linear.py', '_prepare_and_create_noop_block_from', 'self')
10542 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'self')
10543 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'work_to_do')
10544 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'callback_sent')
10545 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'host_results')
10546 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'skip_rest')
10547 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'choose_step')
10548 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'any_errors_fatal')
10549 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'results')
10550 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'run_once')
10551 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'include_failure')
10552 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'all_blocks')
10553 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'failed_hosts')
10554 ('/lib/ansible/plugins/strategy/linear.py', 'run', 'unreachable_hosts')
10555 ('/lib/ansible/plugins/strategy/__init__.py', '_take_step', 'self')
10556 ('/lib/ansible/plugins/strategy/__init__.py', '_take_step', 'ret')
10557 ('/lib/ansible/plugins/strategy/__init__.py', '_take_step', '_take_step_ret')
10558 ('/lib/ansible/plugins/strategy/__init__.py', '_cond_not_supported_warn', 'self')
10559 ('/lib/ansible/plugins/strategy/__init__.py', '_execute_meta', 'self')
10560 ('/lib/ansible/plugins/strategy/__init__.py', '_execute_meta', 'skipped')
10561 ('/lib/ansible/plugins/strategy/__init__.py', '_execute_meta', 'msg')
10562 ('/lib/ansible/plugins/strategy/__init__.py', '_execute_meta', 'result')
10563 ('/lib/ansible/plugins/strategy/__init__.py', '_execute_meta', '_execute_meta_ret')
10564 ('/lib/ansible/plugins/strategy/__init__.py', 'update_active_connections', 'self')
10565 ('/lib/ansible/plugins/strategy/__init__.py', 'cmdloop', 'self')
10566 ('/lib/ansible/plugins/strategy/__init__.py', 'do_EOF', 'self')
10567 ('/lib/ansible/plugins/strategy/__init__.py', 'do_quit', 'self')
10568 ('/lib/ansible/plugins/strategy/__init__.py', 'do_quit', 'do_quit_ret')
10569 ('/lib/ansible/plugins/strategy/__init__.py', 'do_continue', 'self')
10570 ('/lib/ansible/plugins/strategy/__init__.py', 'do_continue', 'do_continue_ret')
10571 ('/lib/ansible/plugins/strategy/__init__.py', 'do_redo', 'self')
10572 ('/lib/ansible/plugins/strategy/__init__.py', 'do_redo', 'do_redo_ret')
10573 ('/lib/ansible/plugins/strategy/__init__.py', 'do_update_task', 'self')
10574 ('/lib/ansible/plugins/strategy/__init__.py', 'evaluate', 'self')
10575 ('/lib/ansible/plugins/strategy/__init__.py', 'do_pprint', 'self')
10576 ('/lib/ansible/plugins/strategy/__init__.py', 'execute', 'self')
10577 ('/lib/ansible/plugins/strategy/__init__.py', 'default', 'self')
10578 ('/lib/ansible/plugins/strategy/host_pinned.py', '__init__', 'self')
10579 ('/lib/ansible/plugins/strategy/free.py', '_filter_notified_failed_hosts', 'self')
10580 ('/lib/ansible/plugins/strategy/free.py', '_filter_notified_hosts', 'self')
10581 ('/lib/ansible/plugins/strategy/free.py', '__init__', 'self')
10582 ('/lib/ansible/plugins/strategy/free.py', 'run', 'self')
10583 ('/lib/ansible/plugins/strategy/free.py', 'run', 'last_host')
10584 ('/lib/ansible/plugins/strategy/free.py', 'run', 'workers_free')
10585 ('/lib/ansible/plugins/strategy/free.py', 'run', 'work_to_do')
10586 ('/lib/ansible/plugins/strategy/free.py', 'run', 'result')
10587 ('/lib/ansible/plugins/strategy/free.py', 'run', 'starting_host')
10588 ('/lib/ansible/plugins/strategy/free.py', 'run', 'host_results')
10589 ('/lib/ansible/plugins/strategy/free.py', 'run', 'throttle')
10590 ('/lib/ansible/plugins/strategy/free.py', 'run', 'same_tasks')
10591 ('/lib/ansible/plugins/strategy/free.py', 'run', 'all_blocks')
10592 ('/lib/ansible/plugins/strategy/debug.py', '__init__', 'self')
10593 ('/lib/ansible/template/vars.py', '__contains__', 'self')
10594 ('/lib/ansible/template/vars.py', '__contains__', '__contains___ret')
10595 ('/lib/ansible/template/vars.py', '__iter__', 'self')
10596 ('/lib/ansible/template/vars.py', '__iter__', 'keys')
10597 ('/lib/ansible/template/vars.py', '__len__', 'self')
10598 ('/lib/ansible/template/vars.py', '__len__', 'keys')
10599 ('/lib/ansible/template/vars.py', '__len__', '__len___ret')
10600 ('/lib/ansible/template/vars.py', '__getitem__', 'self')
10601 ('/lib/ansible/template/vars.py', 'add_locals', 'self')
10602 ('/lib/ansible/template/vars.py', 'add_locals', 'add_locals_ret')
10603 ('/lib/ansible/template/__init__.py', 'generate_ansible_template_vars', 'temp_vars')
10604 ('/lib/ansible/template/__init__.py', 'generate_ansible_template_vars', 'managed_str')
10605 ('/lib/ansible/template/__init__.py', 'generate_ansible_template_vars', 'generate_ansible_template_vars_ret')
10606 ('/lib/ansible/template/__init__.py', '__getattr__', 'self')
10607 ('/lib/ansible/template/__init__.py', '__getattr__', '__getattr___ret')
10608 ('/lib/ansible/template/__init__.py', '__getitem__', 'self')
10609 ('/lib/ansible/template/__init__.py', '__getitem__', '__getitem___ret')
10610 ('/lib/ansible/template/__init__.py', '__repr__', 'self')
10611 ('/lib/ansible/template/__init__.py', '__repr__', '__repr___ret')
10612 ('/lib/ansible/template/__init__.py', '__contains__', 'self')
10613 ('/lib/ansible/template/__init__.py', '__contains__', '__contains___ret')
10614 ('/lib/ansible/template/__init__.py', '_is_unsafe', 'self')
10615 ('/lib/ansible/template/__init__.py', '_is_unsafe', '_is_unsafe_ret')
10616 ('/lib/ansible/template/__init__.py', '_update_unsafe', 'self')
10617 ('/lib/ansible/template/__init__.py', 'resolve', 'self')
10618 ('/lib/ansible/template/__init__.py', 'resolve_or_missing', 'self')
10619 ('/lib/ansible/template/__init__.py', 'get_all', 'self')
10620 ('/lib/ansible/template/__init__.py', 'get_all', 'get_all_ret')
10621 ('/lib/ansible/template/__init__.py', '__getitem__', 'warning_text')
10622 ('/lib/ansible/template/__init__.py', '__getitem__', 'parent_prefix')
10623 ('/lib/ansible/template/__init__.py', '__getitem__', 'fq_name')
10624 ('/lib/ansible/template/__init__.py', '__setitem__', 'self')
10625 ('/lib/ansible/template/__init__.py', '__delitem__', 'self')
10626 ('/lib/ansible/template/__init__.py', '__iter__', 'self')
10627 ('/lib/ansible/template/__init__.py', '__len__', 'self')
10628 ('/lib/ansible/template/__init__.py', '__len__', '__len___ret')
10629 ('/lib/ansible/template/__init__.py', 'set_available_variables', 'self')
10630 ('/lib/ansible/template/__init__.py', 'set_temporary_context', 'self')
10631 ('/lib/ansible/template/__init__.py', 'set_temporary_context', 'mapping')
10632 ('/lib/ansible/template/__init__.py', 'set_temporary_context', 'original')
