0 ('/setup.py', 'module_initializer', 'project_root')
642 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'number')
643 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'original_release_date')
644 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'original_text')
645 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'original_type')
646 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'other_face_ids')
647 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'power')
648 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'prices')
649 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'printings')
650 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'promo_types')
651 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'purchase_urls')
652 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'rarity')
653 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'reverse_related')
654 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'rulings')
655 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'side')
656 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'subtypes')
657 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'supertypes')
658 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'text')
659 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'toughness')
660 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'type')
661 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'types')
662 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'uuid')
663 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'variations')
664 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'watermark')
665 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'set_code')
666 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'is_token')
667 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', 'raw_purchase_urls')
668 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__names')
669 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__illustration_ids')
670 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__watermark_resource')
671 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__allow_if_falsey')
672 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__remove_for_tokens')
673 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__remove_for_cards')
674 ('/mtgjson5/classes/mtgjson_card.py', 'MtgjsonCardObject_class_initializer', '__atomic_keys')
675 ('/mtgjson5/classes/mtgjson_identifiers.py', '__init__', 'self')
676 ('/mtgjson5/classes/mtgjson_identifiers.py', 'to_json', 'self')
677 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'card_kingdom_foil_id')
678 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'card_kingdom_id')
679 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mcm_id')
680 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mcm_meta_id')
681 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mtg_arena_id')
682 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mtgo_foil_id')
683 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mtgo_id')
684 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'multiverse_id')
685 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'scryfall_id')
686 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'scryfall_illustration_id')
687 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'scryfall_oracle_id')
688 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'tcgplayer_product_id')
689 ('/mtgjson5/classes/mtgjson_identifiers.py', 'MtgjsonIdentifiersObject_class_initializer', 'mtgjson_v4_id')
690 ('/mtgjson5/classes/mtgjson_translations.py', '__init__', 'self')
691 ('/mtgjson5/classes/mtgjson_translations.py', '__init__', 'active_dict')
692 ('/mtgjson5/classes/mtgjson_translations.py', 'parse_key', 'key')
693 ('/mtgjson5/classes/mtgjson_translations.py', 'parse_key', 'components')
694 ('/mtgjson5/classes/mtgjson_translations.py', 'to_json', 'self')
695 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'chinese_simplified')
696 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'chinese_traditional')
697 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'french')
698 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'german')
699 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'italian')
700 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'japanese')
701 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'korean')
702 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'portuguese_ob_brazil_cb')
703 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'russian')
704 ('/mtgjson5/classes/mtgjson_translations.py', 'MtgjsonTranslationsObject_class_initializer', 'spanish')
705 ('/mtgjson5/classes/mtgjson_set.py', '__init__', 'self')
706 ('/mtgjson5/classes/mtgjson_set.py', '__str__', 'self')
707 ('/mtgjson5/classes/mtgjson_set.py', 'build_keys_to_skip', 'self')
708 ('/mtgjson5/classes/mtgjson_set.py', 'build_keys_to_skip', 'excluded_keys')
709 ('/mtgjson5/classes/mtgjson_set.py', 'build_keys_to_skip', 'key')
710 ('/mtgjson5/classes/mtgjson_set.py', 'build_keys_to_skip', 'value')
711 ('/mtgjson5/classes/mtgjson_set.py', 'to_json', 'self')
712 ('/mtgjson5/classes/mtgjson_set.py', 'to_json', 'skip_keys')
713 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'base_set_size')
714 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'block')
715 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'booster')
716 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'cards')
717 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'code')
718 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'code_v3')
719 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'is_foreign_only')
720 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'is_foil_only')
721 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'is_non_foil_only')
722 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'is_online_only')
723 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'is_partial_preview')
724 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'keyrune_code')
725 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'mcm_id')
726 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'mcm_id_extras')
727 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'mcm_name')
728 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'mtgo_code')
729 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'name')
730 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'parent_code')
731 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'release_date')
732 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'tcgplayer_group_id')
733 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'tokens')
734 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'total_set_size')
735 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'translations')
736 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'type')
737 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'extra_tokens')
738 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', 'search_uri')
739 ('/mtgjson5/classes/mtgjson_set.py', 'MtgjsonSetObject_class_initializer', '__allow_if_falsey')
740 ('/mtgjson5/classes/mtgjson_foreign_data.py', '__init__', 'self')
741 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'to_json', 'self')
742 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'to_json', 'skip_keys')
743 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'language')
744 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'multiverse_id')
745 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'face_name')
746 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'flavor_text')
747 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'name')
748 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'text')
749 ('/mtgjson5/classes/mtgjson_foreign_data.py', 'MtgjsonForeignDataObject_class_initializer', 'type')
750 ('/mtgjson5/classes/mtgjson_meta.py', '__init__', 'self')
751 ('/mtgjson5/classes/mtgjson_meta.py', '__init__', 'date')
752 ('/mtgjson5/classes/mtgjson_meta.py', '__init__', 'version')
753 ('/mtgjson5/classes/mtgjson_meta.py', 'to_json', 'self')
754 ('/mtgjson5/classes/mtgjson_meta.py', 'to_json', 'options')
755 ('/mtgjson5/classes/mtgjson_meta.py', 'to_json', 'key')
756 ('/mtgjson5/classes/mtgjson_meta.py', 'to_json', 'value')
757 ('/mtgjson5/classes/mtgjson_meta.py', 'MtgjsonMetaObject_class_initializer', 'date')
758 ('/mtgjson5/classes/mtgjson_meta.py', 'MtgjsonMetaObject_class_initializer', 'version')
759 ('/mtgjson5/classes/mtgjson_rulings.py', '__init__', 'self')
760 ('/mtgjson5/classes/mtgjson_rulings.py', '__init__', 'date')
761 ('/mtgjson5/classes/mtgjson_rulings.py', '__init__', 'text')
762 ('/mtgjson5/classes/mtgjson_rulings.py', 'to_json', 'self')
763 ('/mtgjson5/classes/mtgjson_rulings.py', 'MtgjsonRulingObject_class_initializer', 'date')
764 ('/mtgjson5/classes/mtgjson_rulings.py', 'MtgjsonRulingObject_class_initializer', 'text')
765 ('/mtgjson5/classes/mtgjson_leadership_skills.py', '__init__', 'self')
766 ('/mtgjson5/classes/mtgjson_leadership_skills.py', '__init__', 'brawl')
767 ('/mtgjson5/classes/mtgjson_leadership_skills.py', '__init__', 'commander')
768 ('/mtgjson5/classes/mtgjson_leadership_skills.py', '__init__', 'oathbreaker')
769 ('/mtgjson5/classes/mtgjson_leadership_skills.py', 'to_json', 'self')
770 ('/mtgjson5/classes/mtgjson_leadership_skills.py', 'MtgjsonLeadershipSkillsObject_class_initializer', 'brawl')
771 ('/mtgjson5/classes/mtgjson_leadership_skills.py', 'MtgjsonLeadershipSkillsObject_class_initializer', 'commander')
772 ('/mtgjson5/classes/mtgjson_leadership_skills.py', 'MtgjsonLeadershipSkillsObject_class_initializer', 'oathbreaker')
773 ('/mtgjson5/classes/mtgjson_legalities.py', 'to_json', 'self')
774 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'brawl')
775 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'commander')
776 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'duel')
777 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'future')
778 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'frontier')
779 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'legacy')
780 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'modern')
781 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'pauper')
782 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'penny')
783 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'pioneer')
784 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'standard')
785 ('/mtgjson5/classes/mtgjson_legalities.py', 'MtgjsonLegalitiesObject_class_initializer', 'vintage')
786 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'self')
787 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'name')
788 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'word_characters_only_regex')
789 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'capital_case')
790 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'x')
791 ('/mtgjson5/classes/mtgjson_deck.py', 'set_sanitized_name', 'deck_name_sanitized')
792 ('/mtgjson5/classes/mtgjson_deck.py', 'to_json', 'self')
793 ('/mtgjson5/classes/mtgjson_deck.py', 'to_json', 'skip_keys')
794 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'code')
795 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'commander')
796 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'main_board')
797 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'name')
798 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'side_board')
799 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'release_date')
800 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'type')
801 ('/mtgjson5/classes/mtgjson_deck.py', 'MtgjsonDeckObject_class_initializer', 'file_name')
802 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'build_keys_to_skip', 'self')
803 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'build_keys_to_skip', 'excluded_keys')
804 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'build_keys_to_skip', '_')
805 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'build_keys_to_skip', 'value')
806 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'to_json', 'self')
807 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'to_json', 'skip_keys')
808 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'MtgjsonPurchaseUrlsObject_class_initializer', 'card_kingdom')
809 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'MtgjsonPurchaseUrlsObject_class_initializer', 'card_kingdom_foil')
810 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'MtgjsonPurchaseUrlsObject_class_initializer', 'cardmarket')
811 ('/mtgjson5/classes/mtgjson_purchase_urls.py', 'MtgjsonPurchaseUrlsObject_class_initializer', 'tcgplayer')
812 ('/mtgjson5/classes/mtgjson_deck_header.py', '__init__', 'self')
813 ('/mtgjson5/classes/mtgjson_deck_header.py', '__init__', 'output_deck')
814 ('/mtgjson5/classes/mtgjson_deck_header.py', 'to_json', 'self')
815 ('/mtgjson5/classes/mtgjson_deck_header.py', 'MtgjsonDeckHeaderObject_class_initializer', 'code')
816 ('/mtgjson5/classes/mtgjson_deck_header.py', 'MtgjsonDeckHeaderObject_class_initializer', 'file_name')
817 ('/mtgjson5/classes/mtgjson_deck_header.py', 'MtgjsonDeckHeaderObject_class_initializer', 'name')
818 ('/mtgjson5/classes/mtgjson_deck_header.py', 'MtgjsonDeckHeaderObject_class_initializer', 'release_date')
819 ('/mtgjson5/classes/mtgjson_deck_header.py', 'MtgjsonDeckHeaderObject_class_initializer', 'type')
820 ('/mtgjson5/providers/abstract.py', '__init__', 'self')
821 ('/mtgjson5/providers/abstract.py', '__init__', 'headers')
822 ('/mtgjson5/providers/abstract.py', '_build_http_header', 'self')
823 ('/mtgjson5/providers/abstract.py', 'download', 'self')
824 ('/mtgjson5/providers/abstract.py', 'download', 'url')
825 ('/mtgjson5/providers/abstract.py', 'download', 'params')
826 ('/mtgjson5/providers/abstract.py', 'get_class_name', 'cls')
827 ('/mtgjson5/providers/abstract.py', 'get_class_id', 'cls')
828 ('/mtgjson5/providers/abstract.py', 'log_download', 'response')
829 ('/mtgjson5/providers/abstract.py', '__install_cache', 'self')
830 ('/mtgjson5/providers/abstract.py', 'AbstractProvider_class_initializer', 'class_id')
831 ('/mtgjson5/providers/abstract.py', 'AbstractProvider_class_initializer', 'session_header')
832 ('/mtgjson5/providers/abstract.py', 'AbstractProvider_class_initializer', 'today_date')
833 ('/mtgjson5/providers/abstract.py', 'module_initializer', 'LOGGER')
834 ('/mtgjson5/providers/github_boosters.py', '__init__', 'self')
835 ('/mtgjson5/providers/github_boosters.py', '_build_http_header', 'self')
836 ('/mtgjson5/providers/github_boosters.py', 'download', 'self')
837 ('/mtgjson5/providers/github_boosters.py', 'download', 'url')
838 ('/mtgjson5/providers/github_boosters.py', 'download', 'params')
839 ('/mtgjson5/providers/github_boosters.py', 'download', 'session')
840 ('/mtgjson5/providers/github_boosters.py', 'download', 'response')
841 ('/mtgjson5/providers/github_boosters.py', 'get_set_booster_data', 'self')
842 ('/mtgjson5/providers/github_boosters.py', 'get_set_booster_data', 'set_code')
843 ('/mtgjson5/providers/github_boosters.py', 'GitHubBoostersProvider_class_initializer', 'booster_api_url')
844 ('/mtgjson5/providers/github_boosters.py', 'GitHubBoostersProvider_class_initializer', 'booster_data')
845 ('/mtgjson5/providers/github_boosters.py', 'module_initializer', 'LOGGER')
846 ('/mtgjson5/providers/wizards.py', '__init__', 'self')
847 ('/mtgjson5/providers/wizards.py', '_build_http_header', 'self')
848 ('/mtgjson5/providers/wizards.py', 'download', 'self')
849 ('/mtgjson5/providers/wizards.py', 'download', 'url')
850 ('/mtgjson5/providers/wizards.py', 'download', 'params')
851 ('/mtgjson5/providers/wizards.py', 'download', 'session')
852 ('/mtgjson5/providers/wizards.py', 'download', 'response')
853 ('/mtgjson5/providers/wizards.py', 'get_translation_for_set', 'self')
854 ('/mtgjson5/providers/wizards.py', 'get_translation_for_set', 'set_code')
855 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'self')
856 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'short_lang_code')
857 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'long_lang_name')
858 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'translation_table')
859 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'soup')
860 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'set_lines')
861 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'icon')
862 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'set_name')
863 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'set_icon_url')
864 ('/mtgjson5/providers/wizards.py', 'build_single_language', 'set_line')
865 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'self')
866 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'table')
867 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'return_table')
868 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'new_key')
869 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'key')
870 ('/mtgjson5/providers/wizards.py', 'convert_keys_to_set_names', 'value')
871 ('/mtgjson5/providers/wizards.py', 'load_translation_table', 'self')
872 ('/mtgjson5/providers/wizards.py', 'build_translation_table', 'self')
873 ('/mtgjson5/providers/wizards.py', 'build_translation_table', 'translation_table')
874 ('/mtgjson5/providers/wizards.py', 'build_translation_table', 'short_code')
875 ('/mtgjson5/providers/wizards.py', 'build_translation_table', 'long_name')
876 ('/mtgjson5/providers/wizards.py', 'override_set_translations', 'table')
877 ('/mtgjson5/providers/wizards.py', 'override_set_translations', 'translation_fixes')
878 ('/mtgjson5/providers/wizards.py', 'override_set_translations', 'set_code')
879 ('/mtgjson5/providers/wizards.py', 'override_set_translations', 'override_translations')
880 ('/mtgjson5/providers/wizards.py', 'set_names_to_set_codes', 'table')
881 ('/mtgjson5/providers/wizards.py', 'set_names_to_set_codes', 'set_name_fixes')
882 ('/mtgjson5/providers/wizards.py', 'set_names_to_set_codes', 'key')
883 ('/mtgjson5/providers/wizards.py', 'set_names_to_set_codes', 'value')
884 ('/mtgjson5/providers/wizards.py', 'set_names_to_set_codes', 'new_table')
885 ('/mtgjson5/providers/wizards.py', 'get_magic_rules', 'self')
886 ('/mtgjson5/providers/wizards.py', 'get_magic_rules', 'response')
887 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', 'TRANSLATION_URL')
888 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', 'magic_rules_url')
889 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', 'translation_table')
890 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', 'magic_rules')
891 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', '__translation_table_cache')
892 ('/mtgjson5/providers/wizards.py', 'WizardsProvider_class_initializer', '__one_week_ago')
893 ('/mtgjson5/providers/wizards.py', 'build_single_set_code', 'key')
894 ('/mtgjson5/providers/wizards.py', 'build_single_set_code', 'value')
895 ('/mtgjson5/providers/wizards.py', 'build_single_set_code', 'new_table')
896 ('/mtgjson5/providers/wizards.py', 'build_single_set_code', 'i')
897 ('/mtgjson5/providers/wizards.py', 'build_single_set_code', 'set_header')
898 ('/mtgjson5/providers/cardhoarder.py', '__init__', 'self')
899 ('/mtgjson5/providers/cardhoarder.py', '_build_http_header', 'self')
900 ('/mtgjson5/providers/cardhoarder.py', '_build_http_header', 'headers')
901 ('/mtgjson5/providers/cardhoarder.py', '_build_http_header', '__keys_found')
902 ('/mtgjson5/providers/cardhoarder.py', '_build_http_header', 'config')
903 ('/mtgjson5/providers/cardhoarder.py', 'download', 'self')
904 ('/mtgjson5/providers/cardhoarder.py', 'download', 'url')
905 ('/mtgjson5/providers/cardhoarder.py', 'download', 'params')
906 ('/mtgjson5/providers/cardhoarder.py', 'download', 'session')
907 ('/mtgjson5/providers/cardhoarder.py', 'download', 'response')
908 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'self')
909 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'url_to_parse')
910 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'mtgo_to_mtgjson_map')
911 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'mtgjson_price_map')
912 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'request_api_response')
913 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'file_rows')
914 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'card_row')
915 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'mtgo_id')
916 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'card_uuid')
917 ('/mtgjson5/providers/cardhoarder.py', 'convert_cardhoarder_to_mtgjson', 'file_row')
918 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'self')
919 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'all_printings_path')
920 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'mtgo_to_mtgjson_map')
921 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'normal_cards')
922 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'foil_cards')
923 ('/mtgjson5/providers/cardhoarder.py', 'generate_today_price_dict', 'db_contents')
924 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'self')
925 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'semi_completed_data')
926 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'cards')
927 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'is_mtgo_normal')
928 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'key')
929 ('/mtgjson5/providers/cardhoarder.py', '_construct_for_cards', 'value')
930 ('/mtgjson5/providers/cardhoarder.py', 'get_mtgo_to_mtgjson_map', 'all_printings_path')
931 ('/mtgjson5/providers/cardhoarder.py', 'get_mtgo_to_mtgjson_map', 'mtgo_to_mtgjson')
932 ('/mtgjson5/providers/cardhoarder.py', 'get_mtgo_to_mtgjson_map', 'identifiers')
933 ('/mtgjson5/providers/cardhoarder.py', 'get_mtgo_to_mtgjson_map', 'card')
934 ('/mtgjson5/providers/cardhoarder.py', 'CardHoarderProvider_class_initializer', 'ch_api_url')
935 ('/mtgjson5/providers/cardhoarder.py', 'module_initializer', 'LOGGER')
936 ('/mtgjson5/providers/gatherer.py', 'GathererCard_class_initializer', 'card_name')
937 ('/mtgjson5/providers/gatherer.py', 'GathererCard_class_initializer', 'original_types')
938 ('/mtgjson5/providers/gatherer.py', 'GathererCard_class_initializer', 'original_text')
939 ('/mtgjson5/providers/gatherer.py', 'GathererCard_class_initializer', 'flavor_text')
940 ('/mtgjson5/providers/gatherer.py', '__init__', 'self')
941 ('/mtgjson5/providers/gatherer.py', '_build_http_header', 'self')
